summary	Translation	Positive	Negative	EmotionRationale
Hate groups and intolerance are different from other types of political positions site says while asking users to report crochet patterns if they constitute backing for president	Hate groups and intolerance are different from other types of political positions site says while asking users to report crochet patterns if they constitute backing for president	1	-4	 Hate[-3] groups[0] and[0] intolerance[0] are[0] different[0] from[0] other[0] types[0] of[0] political[0] positions[0] site[0] says[0] while[0] asking[0] users[0] to[0] report crochet[0] patterns[0] if[0] they[0] constitute[0] backing[0] for[0] president[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
I am forced to look at the piles of food Ive wasted its not a pretty picture How did things get so bad in my kitchen? asks food writer Julia Platt Leonard	I am forced to look at the piles of food Ive wasted its not a pretty picture How did things get so bad in my kitchen?<br> asks food writer Julia Platt Leonard	1	-3	 I[0] am[0] forced[0] to[0] look[0] at[0] the[0] piles[0] of[0] food[0] Ive[0] wasted[-1] its[0] not[0] a[0] pretty[2][NegatedDueToPreviousWord] picture[0] How[0] did[0] things[0] get[0] so[0] bad[-1] in[0] my[0] kitchen[0] [[Sentence=-3,1=word max, 1-5]] asks[0] food[0] writer[0] Julia[0] Platt[0] Leonard[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
I cant bring him back but I can do this and make sure other mums dont go through this grief Figen Murray tells Lizzie Dearden	I cant bring him back but I can do this and make sure other mums dont go through this grief Figen Murray tells Lizie Dearden	1	-4	 I[0] cant[0] bring[0] him[0] back[0] but[0] I[0] can[0] do[0] this[0] and[0] make[0] sure[0] other[0] mums[0] dont[0] go[0] through[0] this[0] grief[-3] Figen[0] Murray[0] tells[0] Lizzie/Lizie[0] Dearden[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
I hope this experience will prove that travel is not only possible with clipped wings but can even be enhanced by taking it slow says Helen Coffey	I hope this experience will prove that travel is not only possible with clipped wings but can even be enhanced by taking it slow says Helen Coffey	3	-1	 I[0] hope[2] this[0] experience[0] will[0] prove[0] that[0] travel[0] is[0] not[0] only[0] possible[0] with[0] clipped[0] wings[0] but[0] can[0] even[0] be[0] enhanced[0] by[0] taking[0] it[0] slow[0] says[0] Helen[0] Coffey[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Ill remember the year for the good things for the help Ive received from the Big Issue and the public who helped me a lot when I was in need	Ill remember the year for the good things for the help Ive received from the Big Issue and the public who helped me a lot when I was in need	2	-2	 Ill[-1] remember[0] the[0] year[0] for[0] the[0] good[1] things[0] for[0] the[0] help[0] Ive[0] received[0] from[0] the[0] Big[0] Issue[0] and[0] the[0] public[0] who[0] helped[0] me[0] a[0] lot[0] when[0] I[0] was[0] in[0] need[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
If our country is safer and more economically viable in the EU then I will fight for that regardless of how difficult that argument is to make	If our country is safer and more economically viable in the EU then I will fight for that regardless of how difficult that argument is to make	2	-3	 If[0] our[0] country[0] is[0] safer[1] and[0] more[0] economically[0] viable[0] in[0] the[0] EU[0] then[0] I[0] will[0] fight[-2] for[0] that[0] regardless[-1] of[0] how[0] difficult[-1] that[0] argument[-1] is[0] to[0] make[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
If the American people re elect Trump this means they support his crimes This may change our position towards the American people All their interests in the region will be at risk say militia members	If the American people re elect Trump this means they support his crimes This may change our position towards the American people All their interests in the region will be at risk say militia members	2	-2	 If[0] the[0] American[0] people[0] re[0] elect[0] Trump this[0] means[0] they[0] support[1] his[0] crimes[-1] This[0] may[0] change[0] our[0] position[0] towards[0] the[0] American[0] people[0] All[0] their interests[0] in[0] the[0] region[0] will[0] be[0] at[0] risk[-1] say[0] militia[0] members[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Notre Dame received a billion dollars in a day I think we will need one zero years or more to receive that amount Charlene Rodrigues reports	Notre Dame received a billion dollars in a day I think we will need one zero years or more to receive that amount Charlene Rodrigues reports	1	-1	 Notre[0] Dame[0] received[0] a[0] billion[0] dollars[0] in[0] a[0] day[0] I[0] think[0] we[0] will[0] need[0] one[0] zero[0] years[0] or[0] more[0] to[0] receive[0] that[0] amount Charlene Rodrigues reports[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
The repercussions and consequences will be unthinkable analyst says	The repercussions and consequences will be unthinkable analyst says	1	-1	 The[0] repercussions[0] and[0] consequences[0] will[0] be[0] unthinkable[0] analyst says[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
The response will definitely be military and against military sites says Iranian official	The response will definitely be military and against military sites says Iranian official	1	-2	 The[0] response[0] will[0] definitely[0] be[0] military[0] and[0] against[-1] military[0] sites says[0] Iranian[0] official[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
They will pay a very BIG PRICE Happy New Year says US president in bizarre outburst which he followed with a post about mixed martial arts	They will pay a very BIG PRICE Happy New Year says US president in bizarre outburst which he followed with a post about mixed martial arts	2	-2	 They[0] will[0] pay[0] a[0] very[0] BIG[0] PRICE[0] Happy[1] New[0] Year[0] says[0] US[0] president[0] in[0] bizarre[-1] outburst[-1] which[0] he[0] followed[0] with[0] a[0] post[0] about[0] mixed[0] martial[0] arts[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
You will not have weekday date nights you will sacrifice many weekends frankly it will be hard having a boy girlfriend at all Boris Johnsons adviser warns potential applicants hoping to become his personal assistant	You will not have weekday date nights you will sacrifice many weekends frankly it will be hard having a boy girlfriend at all Boris Johnsons adviser warns potential applicants hoping to become his personal assistant	2	-1	 You[0] will[0] not[0] have[0] weekday[0] date[0] nights[0] you[0] will[0] sacrifice[0] many[0] weekends[0] frankly[0] it[0] will[0] be[0] hard[0] having[0] a[0] boy[0] girlfriend[0] at[0] all[0] Boris[0] Johnsons[0] adviser[0] warns[0] potential[0] applicants[0] hoping[1] to[0] become[0] his[0] personal[0] assistant[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Counting On stars Joy Anna Forsyth and husband Austin Forsyth suffered a miscarriage just five months into Duggars second pregnancy	Counting On stars Joy Anna Forsyth and husband Austin Forsyth suffered a miscarriage just five months into Duggars second pregnancy	3	-4	 Counting[0] On[0] stars[0] Joy[2] Anna[0] Forsyth[0] and[0] husband[0] Austin[0] Forsyth[0] suffered[-3] a[0] miscarriage[0] just[0] five[0] months[0] into[0] Duggars[0] second[0] pregnancy[0] [[Sentence=-4,3=word max, 1-5]][[[3,-4 max of sentences]]]
Depends on what the negotiation is the president said I wouldnt commit to anything	Depends on what the negotiation is the president said I wouldnt commit to anything	1	-1	 Depends[0] on[0] what[0] the[0] negotiation[0] is[0] the[0] president[0] said[0] I[0] wouldnt[0] commit[0] to[0] anything[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
God the almighty has promised to get his revenge said the man who will take over for Maj Gen Qassim Suleimani increasing fears of an escalating cycle of retaliation	God the almighty has promised to get his revenge said the man who will take over for Maj Gen Qassim Suleimani increasing fears of an escalating cycle of retaliation	2	-3	 God[0] the[0] almighty[0] has[0] promised[1] to[0] get[0] his[0] revenge[-1] said[0] the[0] man[0] who[0] will[0] take[0] over[0] for[0] Maj[0] Gen[0] Qassim[0] Suleimani[0] increasing[0] fears[-2] of[0] an[0] escalating[0] cycle[0] of[0] retaliation[-1] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
Its going to be a blast furnace one official said after predictions that next few days would be the worst yet in an already catastrophic fire season	Its going to be a blast furnace one official said after predictions that next few days would be the worst yet in an already catastrophic fire season	1	-3	 Its[0] going[0] to[0] be[0] a[0] blast[0] furnace[0] one[0] official[0] said[0] after[0] predictions[0] that[0] next[0] few[0] days[0] would[0] be[0] the[0] worst[-2] yet[0] in[0] an[0] already[0] catastrophic[0] fire[0] season[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
The Irishman Joker and Marriage Story are among the top contenders at Sunday nights awards show	The Irishman Joker and Marriage Story are among the top contenders at Sunday nights awards show	2	-1	 The[0] Irishman[0] Joker[1] and[0] Marriage[0] Story[0] are[0] among[0] the[0] top[0] contenders[0] at[0] Sunday[0] nights[0] awards[0] show[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Things are moving very fast but the leaders want the US troops out now one high ranking official who was not authorized to speak on the record told Fox News	Things are moving very fast but the leaders want the US troops out now one high ranking official who was not authorized to speak on the record told Fox News	1	-1	 Things[0] are[0] moving[0] very[0] fast[0] but[0] the[0] leaders[0] want[0] the[0] US[0] troops[0] out[0] now[0] one[0] high[0] ranking[0] official[0] who[0] was[0] not[0] authorized[0] to[0] speak[0] on[0] the[0] record told[0] Fox[0] News[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
We regret the content of these communications and apologize to the FAA Congress our airline customers and to the flying public for them the company said	We regret the content of these communications and apologize to the FA Congress our airline customers and to the flying public for them the company said	1	-2	 We[0] regret[-1] the[0] content[0] of[0] these[0] communications[0] and[0] apologize[0] to[0] the[0] FAA/FA[0] Congress[0] our[0] airline[0] customers[0] and[0] to[0] the[0] flying[0] public[0] for[0] them[0] the[0] company[0] said[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
A Connecticut driver livestreamed himself recklessly speeding more than one zero zero mph and crashing his vehicle on an exit ramp State Police said	A Connecticut driver livestreamed himself recklessly speeding more than one zero zero mph and crashing his vehicle on an exit ramp State Police said	1	-2	 A Connecticut[0] driver[0] livestreamed himself[0] recklessly[-1] speeding[0] more[0] than[0] one[0] zero[0] zero[0] mph[0] and[0] crashing[0] his[0] vehicle[0] on an[0] exit[-1] ramp[0] State[0] Police[0] said[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
A dishonorably discharged Marine allegedly impersonated a security guard for Marine one and bypassed checkpoints according to a report	A dishonorably discharged Marine allegedly impersonated a security guard for Marine one and bypassed checkpoints according to a report	2	-2	 A dishonorably[0] discharged[-1] Marine[0] allegedly[-1] impersonated[0] a[0] security[1] guard[0] for[0] Marine[0] one[0] and[0] bypassed[0] checkpoints[0] according[0] to[0] a[0] report[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
A New York Times reporter received backlash Friday after posting a video on social media showing slain Iranian Gen Qassem Soleimani reciting poetry	A New York Times reporter received backlash Friday after posting a video on social media showing slain Iranian Gen Qassem Soleimani reciting poetry	1	-1	 A New[0] York[0] Times reporter[0] received[0] backlash[0] Friday[0] after[0] posting[0] a[0] video[0] on[0] social[0] media[0] showing[0] slain[0] Iranian[0] Gen[0] Qassem[0] Soleimani[0] reciting[0] poetry[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A Utah woman in Florida on a work trip has gone missing Florida authorities say Kelly Glover was last seen on hotel security footage in her pajamas according to her husband	A Utah woman in Florida on a work trip has gone missing Florida authorities say Kelly Glover was last seen on hotel security footage in her pajamas according to her husband	2	-1	 A Utah woman[0] in[0] Florida[0] on[0] a[0] work[0] trip[0] has[0] gone[0] missing[0] Florida authorities[0] say[0] Kelly[0] Glover[0] was[0] last[0] seen[0] on[0] hotel[0] security[1] footage[0] in[0] her[0] pajamas[0] according[0] to[0] her[0] husband[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
ABC News The View co host Meghan McCain blasted People over the magazines bizarre fake news headline about her Tuesday confrontation with two zero two zero Democratic hopeful Sen Elizabeth Warren	ABC News The View co host Meghan McCain blasted People over the magazines bizarre fake news headline about her Tuesday confrontation with two zero two zero Democratic hopeful Sen Elizabeth Warren	2	-3	 ABC[0] News[0] The[0] View[0] co[0] host[0] Meghan[0] McCain[0] blasted[0] People[0] over[0] the[0] magazines[0] bizarre[-1] fake[-1] news[0] headline[0] about[0] her[0] Tuesday[0] confrontation[-2] with[0] two[0] zero[0] two[0] zero[0] Democratic[0] hopeful[1] Sen[0] Elizabeth[0] Warren[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
