,,,,,,,,,,Sentiment Scores,,,,
Breitbart News,"Thomas D. Williams, Ph.D.","Report: Arson, Not Climate Change, Behind Australia‚Äôs Bush Fires",Australian law enforcement has arrested over one eight zero people for arson in connection with the nations raging bushfires,Conservative,-4,,,,,,,,,
Breitbart News,James Delingpole,Delingpole: Australian Police Arrest 180 Arsonists for Bushfires. Someone Tell Russell Crowe...,Australian police investigating deadly bushfires forgot to send a memo to Russell Crowe and Cate Blanchett both of whom insisted,Conservative,-2,,,,,,,,,
Breitbart News,James Delingpole,Delingpole: Australian 'Climate' Fires Are Pure Fake News Propaganda,Australias climate fires are becoming the biggest fake news scare story of two zero two zero and all the worlds bottom feeders are on the bandwagon,Conservative,-4,,,,,,,,,
Breitbart News,Hannah Bleau,Marianne Williamson Suspends Her Presidential Campaign,Author and self help guru Marianne Williamson suspended her presidential campaign she confirmed on Friday,Conservative,-1,,,,,,,,,
Breitbart News,"Ildefonso Ortiz, Jaeson Jones and Brandon Darby",Exclusive: Border Patrol Circulates Intel Alert Titled 'Suspected Suicide Bomber en Route to the U.S.',Authorities are on alert after receiving a law enforcement intelligence warning about a possible suicide bomber heading north toward the US,Conservative,-4,,,,,,,,,
Breitbart News,Tom Ciccotta,Babson College Prof. Asks Iran to List 52 American Cultural Sites It Would Bomb | Breitbart,Babson College Professor Asheen Phansey was suspended from his teaching post this week after he made a Facebook status encouraging Iran to list five two American cultural sites that they would consider bombing Phansey suggested the Mall of America and the Kardash,Conservative,-2,,,,,,,,,
Breitbart News,Breitbart News,Report: Missiles Hit Iraq Base Housing U.S. Troops - Breitbart,Baghdad AFP Pro Iran factions ramped up pressure on US installations across Iraq Saturday with missiles and warnings to Iraqi troops after tens of thousands mourned an Iranian general killed in a US strike,Conservative,-4,,,,,,,,,
Breitbart News,Breitbart News,Security Sources: Missiles Hit Iraq Base Housing U.S. Troops - Breitbart,Baghdad AFP two rockets Saturday hit Iraqs Al Balad air base where US troops are statione d while two mortars hit Baghdads Green Zone a high security enclave housing the US embassy security sources said,Conservative,-2,,,,,,,,,
Breitbart News,AP,Iraq official says airstrike targets Iran-backed militia - Breitbart,BAGHDAD AP An Iraqi official says an airstrike has hit two cars carrying Iran backed militia north of Baghdad one day after US attack on top,Conservative,-3,,,,,,,,,
Breitbart News,Joel B. Pollak,"Ben Rhodes, Creator of Iran Deal 'Echo Chamber', Complains About NYT Coverage of Soleimani Strike | Breitbart",Ben Rhodes creater of the Iran deal echo chamber complained about positive coverage of Trumps strike on Irans Qassem Soleimani,Conservative,-2,,,,,,,,,
Breitbart News,Joel B. Pollak,"Joe Biden's Advice to Trump on Iran: 'Stop Tweeting', 'Rejoin Iran Deal' | Breitbart",Biden criticized Trump for having no strategy on Iran and for failing to hold a press conference about Soleimani among other omissions,Conservative,-3,,,,,,,,,
Breitbart News,Katherine Rodriguez,Bill Gates Calls for Taxing the Rich in New Year's Eve Blog Post,Billionaire and Microsoft founder Bill Gates wants rich people to pay more taxes as part of his New Years resolutions,Conservative,-2,,,,,,,,,
Breitbart News,Bob Price,"Deported Child Sex Offender Caught near Texas School After Crossing Border, Say Feds",Border Patrol agents in the Rio Grande Valley Sector arrested a previously deported child sex offender after he illegally crossed from Mexico,Conservative,-2,,,,,,,,,
Breitbart News,Jack Montgomery,"Farage: Harry 'Let the Side Down', Compares Meghan to Wallis Simpson",Brexit Party leader Nigel Farage believes Prince Harry has let the side down and compared his wife Meghan to Wallis Simpson,Conservative,-1,,,,,,,,,
Breitbart News,Victoria Friedman,"British Ambassador to Tehran Arrested, Released in Iran",Britains ambassador to Iran Robert Macaire was arrested in Tehran briefly detained and then released,Conservative,-1,,,,,,,,,
Breitbart News,Jack Montgomery,"Military Losing Respect for Prince Harry, 'Disgusted at Disrespect to Queen'",Britains Armed Forces are losing respect for Prince Harry as he abandons his duties to pursue mone y making opportunities with wife Meghan,Conservative,-3,,,,,,,,,
Breitbart News,Victoria Friedman,Megxit: Bookie Slashes Odds on Meghan Markle Running for President,British bookmaker Ladbrokes has slashed the odds on American former TV star Meghan Markle running for US president from five zero zero one to one zero zero one ,Conservative,-2,,,,,,,,,
Breitbart News,John Nolte,"Nolte: 'Graduate,' 'Heaven Can Wait' Screenwriter Buck Henry Dead at 89",Buck Henry died aged eight nine having written two perfect screenplays The Graduate and Heaven Can Wait,Conservative,-1,,,,,,,,,
Breitbart News,Hannah Bleau,Trudeau Hints U.S. Could Be Partially Responsible for Downed Ukrainian Plane,Canadian Prime Minister Justin Trudeau hinted on Thursday that the US could be partially responsible for the crashed Ukrainian plane,Conservative,-1,,,,,,,,,
Breitbart News,Breitbart News,Trudeau: Evidence Shows Iranian Missile Downed Ukraine Plane,Canadian Prime Minister Justin Trudeau said evidence indicates an Iranian missile downed a Ukrainian jetliner late Tuesday and that the strike may have been unintentional,Conservative,-2,,,,,,,,,
Breitbart News,Kurt Zindulka,"176 Dead Include 63 Canadians, Three Brits After Boeing Iran Crash",Canadians Ukranians Swedish Germans British and Iranians are among the dead after an airliner crashed near Tehran Iran Wednesday morning,Conservative,-3,,,,,,,,,
Breitbart News,"Thomas D. Williams, Ph.D.",Former Vatican Chief Slams Globalist Dreams of ‚ÄòWorld Unity‚Äô Religion,Cardinal Gerhard M√ºller the Vaticans former doctrinal czar warned Wednesday against dreams of a meta religion of world unity,Conservative,-2,,,,,,,,,
Breitbart News,Ildefonso Ortiz and Brandon Darby,Armored Cartel Convoys with Grenade Launchers Seen in Mexican Border City near Texas,Cartel gunmen are often seen in armored convoys with mounted machine guns grenade launchers and five zero caliber rifles,Conservative,-2,,,,,,,,,
Breitbart News,"Thomas D. Williams, Ph.D.","Report: 3,000 Christian Sites in Europe Vandalized in 2019",Christian sites in Europe suffered a record number of attacks in two zero one nine with three zero zero zero churches schools cemeteries and monuments vandalized,Conservative,-4,,,,,,,,,
Breitbart News,Joshua Caplan,Chuck Schumer to Force Vote on Impeachment Witnesses,Chuck Schumer vowed to force votes for witnesses at the beginning of the impeachment trial though Republicans have the votes to block it,Conservative,-2,,,,,,,,,
Breitbart News,Katherine Rodriguez,CNN Pays $76 Million in Settlement with National Labor Relations Board,CNN has agreed to pay seven six million in a back pay case that involved union employees making it the biggest settlement for the NRLB,Conservative,-1,,,,,,,,,
Breitbart News,Joshua Caplan,Report: CNN Settles Suit with Covington Catholic Student Nick Sandmann,CNN has agreed to settle a two seven five million lawsuit brought by Covington Catholic student Nick Sandmann over the netwo rks coverage of a confrontation involving himself and his classmates and a Native American man during a school trip to Washington DC last ye,Conservative,-3,,,,,,,,,
Breitbart News,Kyle Morris,Booker: I'd Rather Make 'My Case to Iowans' than Focus on Impeachment,Cory Booker claimed he would much rather be making my case to Iowans than focusing on the impeachment process against President Trump,Conservative,-2,,,,,,,,,
Breitbart News,Matthew Boyle,Cotton: ‚ÄòTrump Derangement Syndrome‚Äô Fuels Soleimani Strike Criticism,Cotton thinks Trump Derangement Syndrome is fueling the Democrats and the media to criticize Trumps decision to eliminate Soleimani,Conservative,-2,,,,,,,,,
Breitbart News,Jeff Poor,"Sessions: Trump Iran Response 'Positions Us Well with Our Allies,' 'Puts Maximum Pressure on Iran' | Breitbart",CULLMAN Alabama As the world was awaiting President Donald Trump remarks Wednesday morning regarding an Iranian missile attack on US assets in Iraq Politics,Conservative,-3,,,,,,,,,
Breitbart News,Bob Price,"Bangladeshi, Chinese Migrants and MS-13 Gang Member Apprehended After Crossing Texas Border",Del Rio Sector Border Patrol agents apprehended a group of migrants that included Bangladeshi Chinese and Haitian nationals,Conservative,-1,,,,,,,,,
Breitbart News,AWR Hawkins,Joe Biden Urges Voters to Make 2020 the Year for Gun Control,Democrat presidential hopeful Joe Biden launched into the New Year by urging voters to make two zero two zero the year for gun control,Conservative,-2,,,,,,,,,
Breitbart News,Breitbart TV,Buttigiegís Brother-in-Law: ëEverything Pete Is Pushingí Is ëAnti-Godí,Democratic presidential candidate Pete Buttigiegs brother in law Pastor Rhyan Glezman criticized Buttigieg on Fox News Channels Tucker Carlson Tonight on Wednesday Glezman said Yeah in the height of intellectual dishone sty for Pete to make claims that theres no compatibility with being a Christian and voting for Trump Pete in fact is the one who is pushing agendas and rhetoric that is against clearly against Scripture ,Conservative,-2,,,,,,,,,
Breitbart News,Joel B. Pollak,New Impeachment Idea: Pelosi Should Just Send Second Article to Senate | Breitbart,Democrats and left wing legal scholars are debating a new idea Pelosi should only send the second article of impeachment to the Senate,Conservative,-1,,,,,,,,,
Breitbart News,Joel B. Pollak,Left Blames Trump for Iran Attack on U.S. Troops | Breitbart,Democrats celebrities and left wing commentators blamed Trump for Irans missile attack on bases hosting US troops in Iraq,Conservative,-3,,,,,,,,,
Breitbart News,Joel B. Pollak,"Impeached, Imprisoned Former Illinois Gov. Rod Blagojevich Slams Democrats on Impeachment | Breitbart",Disgraced former Illinois Governor Rod Blagojevich says Democrats would impeach Abraham Lincoln under their new low standards,Conservative,-4,,,,,,,,,
Breitbart News,Warner Todd Huston,Trump Era Immigration-Themed 'Party of Five' Reboot Asks 'What‚Äôs the Matter with This Country',Disneys cable netwo rk Freeform debuted its politically charged reboot the one nine nine zero s teen drama†Party of five †but instead of lovelorn teens this reboot centers around the injustices of President Trumps immigration policies,Conservative,-2,,,,,,,,,
Breitbart News,Breitbart News,"Defying Police, Iranians Protest over Plane Shootdown - Breitbart",DUBAI United Arab Emirates AP Iranian demonstrators defied a heavy police presence Sunday night to protest their countrys days of denials that it,Conservative,-2,,,,,,,,,
Breitbart News,AP,"Defying police, Iranians protest over plane shootdown - Breitbart",DUBAI United Arab Emirates AP Iranian demonstrators defied a heavy police presence Sunday night to protest their countrys days of denials that it,Conservative,-2,,,,,,,,,
Breitbart News,Breitbart News,Iran Braces for Protests After Admitting Plane Shootdown - Breitbart,DUBAI United Arab Emirates AP Irans security forces deployed in large numbers across the capital on Sunday expecting more protests after its Revolutionary Guard admitted to accidentally shooting down a passenger plane at a time of soaring tensions with,Conservative,-3,,,,,,,,,
